id,activity
11533,standing up from lying
11534,walking
11535,walking
11536,sitting
11537,sitting on the ground
11538,standing up from lying
11539,walking
11540,lying
11541,sitting
11542,lying
11543,walking
11544,standing up from lying
11545,lying
11546,lying
11547,standing up from sitting on the ground
11548,lying
11549,standing up from lying
11550,lying
11551,sitting
11552,walking
11553,lying
11554,walking
11555,lying
11556,sitting
11557,on all fours
11558,walking
11559,sitting on the ground
11560,lying
11561,lying
11562,walking
11563,standing up from lying
11564,sitting
11565,sitting
11566,walking
11567,sitting
11568,sitting
11569,falling
11570,sitting
11571,walking
11572,lying
11573,lying
11574,lying down
11575,lying
11576,lying
11577,sitting
11578,walking
11579,walking
11580,sitting on the ground
11581,standing up from lying
11582,standing up from lying
11583,walking
11584,sitting
11585,sitting
11586,standing up from lying
11587,sitting
11588,sitting on the ground
11589,sitting
11590,sitting
11591,lying
11592,sitting
11593,sitting on the ground
11594,lying
11595,lying
11596,lying
11597,walking
11598,lying
11599,lying
11600,walking
11601,sitting
11602,lying
11603,lying
11604,falling
11605,lying
11606,sitting
11607,lying
11608,standing up from lying
11609,walking
11610,lying
11611,lying
11612,lying
11613,lying
11614,lying
11615,lying
11616,walking
11617,standing up from lying
11618,standing up from lying
11619,standing up from lying
11620,lying
11621,on all fours
11622,sitting
11623,sitting on the ground
11624,sitting
11625,standing up from lying
11626,lying
11627,walking
11628,lying
11629,sitting on the ground
11630,sitting
11631,sitting
11632,sitting on the ground
11633,on all fours
11634,lying
11635,standing up from sitting on the ground
11636,standing up from lying
11637,lying
11638,standing up from sitting on the ground
11639,lying
11640,standing up from lying
11641,lying
11642,lying
11643,walking
11644,lying
11645,sitting
11646,lying
11647,walking
11648,sitting
11649,on all fours
11650,sitting
11651,walking
11652,sitting on the ground
11653,lying
11654,sitting
11655,lying
11656,lying
11657,lying
11658,standing up from lying
11659,lying
11660,sitting
11661,sitting
11662,lying
11663,walking
11664,walking
11665,lying
11666,lying
11667,walking
11668,walking
11669,sitting
11670,lying
11671,walking
11672,sitting on the ground
11673,sitting
11674,lying
11675,sitting on the ground
11676,on all fours
11677,walking
11678,lying
11679,standing up from lying
11680,sitting
11681,lying
11682,sitting on the ground
11683,lying
11684,lying
11685,sitting
11686,standing up from sitting on the ground
11687,sitting on the ground
11688,sitting on the ground
11689,walking
11690,sitting on the ground
11691,standing up from sitting
11692,walking
11693,lying
11694,lying
11695,walking
11696,walking
11697,lying
11698,lying
11699,sitting
11700,lying
11701,sitting
11702,lying
11703,on all fours
11704,walking
11705,on all fours
11706,sitting
11707,lying
11708,standing up from lying
11709,sitting
11710,walking
11711,walking
11712,sitting
11713,sitting
11714,lying
11715,on all fours
11716,sitting
11717,sitting
11718,lying
11719,lying
11720,on all fours
11721,walking
11722,standing up from lying
11723,sitting on the ground
11724,sitting
11725,lying
11726,walking
11727,sitting
11728,lying
11729,walking
11730,sitting
11731,walking
11732,lying
11733,walking
11734,sitting on the ground
11735,walking
11736,lying
11737,sitting
11738,lying
11739,on all fours
11740,lying
11741,walking
11742,on all fours
11743,walking
11744,walking
11745,walking
11746,standing up from sitting on the ground
11747,walking
11748,sitting
11749,lying
11750,sitting
11751,walking
11752,walking
11753,lying
11754,standing up from lying
11755,lying
11756,lying
11757,sitting
11758,standing up from sitting on the ground
11759,walking
11760,sitting
11761,falling
11762,walking
11763,lying
11764,walking
11765,lying
11766,lying
11767,walking
11768,lying
11769,standing up from lying
11770,sitting
11771,standing up from lying
11772,sitting on the ground
11773,lying
11774,standing up from lying
11775,lying
11776,sitting
11777,standing up from lying
11778,lying
11779,sitting on the ground
11780,lying
11781,sitting
11782,lying
11783,lying
11784,lying
11785,lying
11786,walking
11787,sitting on the ground
11788,lying down
11789,sitting
11790,lying
11791,sitting on the ground
11792,walking
11793,sitting
11794,lying
11795,lying
11796,lying
11797,sitting
11798,lying
11799,sitting on the ground
11800,sitting
11801,lying
11802,walking
11803,lying
11804,sitting
11805,walking
11806,lying
11807,sitting
11808,lying
11809,walking
11810,sitting
11811,lying
11812,lying down
11813,lying
11814,sitting on the ground
11815,sitting
11816,walking
11817,walking
11818,lying
11819,lying
11820,walking
11821,lying
11822,standing up from lying
11823,sitting
11824,lying
11825,lying
11826,standing up from lying
11827,lying
11828,standing up from lying
11829,lying
11830,sitting on the ground
11831,lying
11832,sitting on the ground
11833,walking
11834,standing up from lying
11835,lying
11836,lying
11837,lying
11838,sitting on the ground
11839,lying
11840,lying
11841,sitting
11842,lying
11843,walking
11844,sitting on the ground
11845,walking
11846,sitting
11847,lying
11848,lying
11849,lying
11850,walking
11851,standing up from lying
11852,lying
11853,walking
11854,falling
11855,sitting
11856,walking
11857,sitting
11858,lying
11859,lying
11860,walking
11861,lying
11862,sitting
11863,on all fours
11864,lying
11865,lying
11866,lying
11867,walking
11868,walking
11869,walking
11870,sitting on the ground
11871,walking
11872,sitting
11873,walking
11874,lying
11875,sitting on the ground
11876,lying
11877,standing up from sitting on the ground
11878,walking
11879,lying
11880,lying
11881,lying down
11882,standing up from lying
11883,lying
11884,walking
11885,lying
11886,walking
11887,lying
11888,sitting on the ground
11889,sitting
11890,lying
11891,walking
11892,walking
11893,sitting
11894,lying
11895,walking
11896,lying
11897,sitting
11898,lying
11899,walking
11900,sitting
11901,lying
11902,lying
11903,walking
11904,walking
11905,lying
11906,sitting
11907,walking
11908,lying
11909,lying
11910,sitting
11911,lying
11912,sitting
11913,lying
11914,lying
11915,on all fours
11916,lying
11917,lying
11918,lying
11919,sitting
11920,lying
11921,lying
11922,walking
11923,lying
11924,standing up from sitting on the ground
11925,sitting on the ground
11926,sitting on the ground
11927,lying
11928,walking
11929,walking
11930,lying
11931,walking
11932,standing up from sitting on the ground
11933,lying
11934,walking
11935,walking
11936,walking
11937,standing up from sitting on the ground
11938,walking
11939,lying
11940,walking
11941,lying
11942,standing up from lying
11943,walking
11944,lying
11945,lying
11946,sitting
11947,walking
11948,lying
11949,walking
11950,lying
11951,sitting
11952,sitting
11953,lying
11954,sitting on the ground
11955,lying
11956,lying
11957,lying
11958,standing up from lying
11959,lying
11960,sitting
11961,walking
11962,sitting
11963,walking
11964,lying
11965,lying
11966,lying
11967,sitting
11968,lying
11969,lying
11970,walking
11971,lying
11972,lying
11973,lying
11974,lying
11975,standing up from lying
11976,walking
11977,lying
11978,lying
11979,sitting
11980,sitting on the ground
11981,lying
11982,lying
11983,sitting on the ground
11984,lying
11985,lying
11986,sitting on the ground
11987,lying
11988,lying
11989,sitting
11990,lying
11991,lying
11992,lying
11993,lying
11994,lying
11995,walking
11996,standing up from sitting on the ground
11997,walking
11998,walking
11999,standing up from lying
12000,standing up from lying
12001,sitting on the ground
12002,walking
12003,lying
12004,on all fours
12005,on all fours
12006,lying
12007,sitting on the ground
12008,lying
12009,sitting on the ground
12010,walking
12011,sitting
12012,walking
12013,sitting
12014,walking
12015,lying
12016,sitting
12017,sitting
12018,lying
12019,walking
12020,lying
12021,walking
12022,walking
12023,on all fours
12024,standing up from lying
12025,lying
12026,lying
12027,on all fours
12028,lying
12029,walking
12030,standing up from lying
12031,lying
12032,sitting
12033,sitting on the ground
12034,lying
12035,walking
12036,sitting
12037,on all fours
12038,on all fours
12039,sitting
12040,walking
12041,walking
12042,sitting on the ground
12043,standing up from lying
12044,walking
12045,sitting
12046,lying
12047,lying
12048,walking
12049,lying
12050,sitting on the ground
12051,sitting on the ground
12052,on all fours
12053,lying
12054,lying
12055,lying
12056,walking
12057,lying
12058,sitting
12059,walking
12060,sitting on the ground
12061,lying
12062,sitting on the ground
12063,sitting
12064,walking
12065,lying
12066,standing up from lying
12067,lying
12068,sitting
12069,sitting
12070,lying
12071,lying
12072,sitting
12073,walking
12074,sitting
12075,lying
12076,lying
12077,standing up from lying
12078,sitting
12079,standing up from lying
12080,walking
12081,walking
12082,lying
12083,lying
12084,lying
12085,walking
12086,standing up from lying
12087,lying
12088,sitting on the ground
12089,lying
12090,lying
12091,lying
12092,lying
12093,standing up from lying
12094,lying
12095,sitting on the ground
12096,sitting
12097,sitting
12098,lying
12099,standing up from lying
12100,lying
12101,walking
12102,falling
12103,lying
12104,walking
12105,sitting
12106,lying
12107,sitting down
12108,lying
12109,sitting
12110,walking
12111,walking
12112,standing up from sitting on the ground
12113,walking
12114,walking
12115,sitting on the ground
12116,lying
12117,lying
12118,lying
12119,lying
12120,sitting on the ground
12121,walking
12122,lying
12123,sitting
12124,walking
12125,lying
12126,lying
12127,lying
12128,lying
12129,lying
12130,on all fours
12131,standing up from lying
12132,standing up from lying
12133,sitting on the ground
12134,standing up from sitting on the ground
12135,sitting on the ground
12136,walking
12137,sitting
12138,sitting
12139,walking
12140,sitting
12141,sitting
12142,on all fours
12143,sitting
12144,walking
12145,lying
12146,sitting on the ground
12147,lying
12148,sitting on the ground
12149,lying
12150,walking
12151,sitting on the ground
12152,walking
12153,sitting
12154,lying
12155,lying
12156,on all fours
12157,walking
12158,lying
12159,sitting
12160,lying
12161,walking
12162,lying
12163,lying
12164,lying down
12165,sitting
12166,lying
12167,lying
12168,standing up from lying
12169,sitting on the ground
12170,sitting
12171,sitting on the ground
12172,lying
12173,sitting
12174,walking
12175,lying
12176,lying
12177,lying
12178,lying
12179,on all fours
12180,lying
12181,sitting on the ground
12182,lying
12183,sitting
12184,sitting on the ground
12185,lying
12186,lying
12187,walking
12188,walking
12189,sitting
12190,walking
12191,sitting
12192,walking
12193,lying
12194,standing up from lying
12195,walking
12196,lying
12197,sitting on the ground
12198,standing up from lying
12199,walking
12200,walking
12201,lying
12202,walking
12203,lying
12204,sitting
12205,lying
12206,lying
12207,walking
12208,walking
12209,lying
12210,sitting on the ground
12211,standing up from lying
12212,lying
12213,sitting
12214,lying
12215,standing up from lying
12216,lying
12217,lying
12218,lying
12219,walking
12220,standing up from sitting on the ground
12221,walking
12222,lying
12223,standing up from lying
12224,lying
12225,walking
12226,lying down
12227,lying
12228,sitting
12229,lying
12230,sitting
12231,standing up from lying
12232,sitting on the ground
12233,sitting
12234,walking
12235,standing up from lying
12236,lying
12237,lying
12238,sitting on the ground
12239,walking
12240,standing up from lying
12241,lying
12242,sitting on the ground
12243,lying down
12244,walking
12245,walking
12246,lying
12247,lying
12248,walking
12249,lying
12250,on all fours
12251,lying
12252,walking
12253,lying
12254,walking
12255,standing up from lying
12256,lying
12257,sitting on the ground
12258,standing up from lying
12259,lying
12260,sitting
12261,standing up from lying
12262,standing up from lying
12263,lying
12264,sitting
12265,walking
12266,sitting
12267,walking
12268,standing up from lying
12269,on all fours
12270,standing up from lying
12271,sitting
12272,lying
12273,lying
12274,walking
12275,lying
12276,sitting
12277,lying
12278,sitting
12279,sitting
12280,walking
12281,lying
12282,lying
12283,standing up from lying
12284,walking
12285,walking
12286,lying
12287,sitting
12288,sitting on the ground
12289,lying down
12290,lying
12291,lying
12292,walking
12293,sitting
12294,lying
12295,lying
12296,lying
12297,sitting
12298,lying
12299,lying
12300,sitting on the ground
12301,lying
12302,walking
12303,lying
12304,walking
12305,walking
12306,walking
12307,sitting
12308,lying
12309,lying
12310,lying
12311,lying
12312,walking
12313,lying
12314,lying
12315,lying
12316,lying
12317,lying
12318,standing up from lying
12319,lying
12320,lying
12321,lying
12322,walking
12323,standing up from lying
12324,sitting on the ground
12325,lying
12326,lying
12327,lying
12328,lying
12329,walking
12330,lying
12331,standing up from lying
12332,standing up from lying
12333,lying
12334,walking
12335,lying
12336,lying
12337,lying
12338,lying
12339,standing up from lying
12340,walking
12341,sitting on the ground
12342,falling
12343,walking
12344,sitting on the ground
12345,lying
12346,standing up from lying
12347,lying
12348,lying
12349,walking
12350,walking
12351,sitting
12352,standing up from lying
12353,walking
12354,sitting on the ground
12355,lying
12356,sitting on the ground
12357,standing up from lying
12358,sitting on the ground
12359,walking
12360,lying
12361,walking
12362,lying
12363,walking
12364,lying
12365,sitting on the ground
12366,lying
12367,on all fours
12368,walking
12369,sitting
12370,sitting
12371,lying
12372,sitting
12373,lying
12374,walking
12375,walking
12376,sitting on the ground
12377,sitting
12378,sitting
12379,sitting
12380,sitting
12381,sitting
12382,walking
12383,walking
12384,lying
12385,lying
12386,lying
12387,on all fours
12388,sitting
12389,sitting
12390,sitting
12391,sitting
12392,walking
12393,sitting
12394,lying
12395,walking
12396,sitting on the ground
12397,on all fours
12398,falling
12399,lying
12400,walking
12401,standing up from lying
12402,on all fours
12403,walking
12404,walking
12405,lying
12406,walking
12407,standing up from lying
12408,lying
12409,sitting
12410,sitting
12411,lying
12412,standing up from lying
12413,sitting
12414,walking
12415,walking
12416,lying
12417,walking
12418,on all fours
12419,lying
12420,sitting
12421,walking
12422,standing up from lying
12423,lying
12424,standing up from lying
12425,standing up from lying
12426,standing up from sitting on the ground
12427,lying
12428,sitting on the ground
12429,lying
12430,on all fours
12431,lying
12432,on all fours
12433,lying
12434,lying
12435,lying
12436,lying
12437,standing up from lying
12438,lying
12439,sitting down
12440,lying
12441,lying
12442,sitting
12443,sitting
12444,walking
12445,walking
12446,sitting
12447,walking
12448,lying
12449,walking
12450,sitting
12451,sitting
12452,sitting
12453,sitting
12454,lying
12455,sitting
12456,sitting
12457,lying
12458,sitting
12459,standing up from lying
12460,standing up from lying
12461,sitting
12462,lying
12463,lying
12464,walking
12465,standing up from lying
12466,sitting
12467,walking
12468,sitting on the ground
12469,sitting
12470,sitting
12471,lying
12472,standing up from lying
12473,sitting
12474,standing up from lying
12475,lying
12476,walking
12477,lying
12478,sitting on the ground
12479,sitting on the ground
12480,standing up from sitting on the ground
12481,lying
12482,sitting
12483,standing up from lying
12484,walking
12485,walking
12486,lying
12487,lying
12488,walking
12489,standing up from lying
12490,walking
12491,lying
12492,sitting
12493,walking
12494,lying
12495,lying
12496,walking
12497,on all fours
12498,lying
12499,lying
12500,standing up from lying
12501,standing up from lying
12502,walking
12503,walking
12504,falling
12505,lying
12506,sitting
12507,lying
12508,lying
12509,lying
12510,walking
12511,walking
12512,lying
12513,standing up from lying
12514,lying
12515,standing up from lying
12516,standing up from lying
12517,sitting on the ground
12518,lying
12519,sitting
12520,sitting on the ground
12521,standing up from lying
12522,sitting on the ground
12523,sitting
12524,sitting on the ground
12525,lying
12526,lying
12527,lying
12528,standing up from lying
12529,lying
12530,standing up from lying
12531,walking
12532,lying
12533,lying
12534,sitting
12535,lying
12536,lying
12537,lying
12538,lying
12539,lying
12540,lying
12541,lying
12542,sitting
12543,lying
12544,lying
12545,walking
12546,walking
12547,on all fours
12548,sitting
12549,lying
12550,walking
12551,lying
12552,lying
12553,lying
12554,sitting on the ground
12555,sitting
12556,lying
12557,sitting on the ground
12558,lying
12559,lying
12560,lying
12561,lying
12562,lying
12563,sitting on the ground
12564,sitting
12565,lying
12566,walking
12567,sitting
12568,lying
12569,walking
12570,walking
12571,walking
12572,lying
12573,sitting
12574,lying
12575,sitting on the ground
12576,lying
12577,lying
12578,sitting
12579,sitting
12580,sitting
12581,standing up from lying
12582,walking
12583,sitting
12584,sitting
12585,walking
12586,lying
12587,standing up from lying
12588,sitting on the ground
12589,walking
12590,walking
12591,lying
12592,sitting
12593,lying
12594,walking
12595,walking
12596,walking
12597,lying
12598,standing up from lying
12599,sitting on the ground
12600,lying
12601,sitting on the ground
12602,lying
12603,sitting
12604,lying
12605,sitting on the ground
12606,walking
12607,lying
12608,sitting
12609,walking
12610,walking
12611,lying
12612,lying
12613,lying
12614,lying
12615,standing up from lying
12616,standing up from lying
12617,walking
12618,on all fours
12619,walking
12620,walking
12621,sitting
12622,on all fours
12623,sitting on the ground
12624,sitting down
12625,lying
12626,lying
12627,walking
12628,walking
12629,lying
12630,sitting
12631,sitting
12632,walking
12633,sitting
12634,lying
12635,lying
12636,sitting
12637,lying
12638,sitting
12639,standing up from lying
12640,walking
12641,lying
12642,lying
12643,sitting on the ground
12644,on all fours
12645,lying
12646,sitting
12647,walking
12648,sitting on the ground
12649,lying
12650,walking
12651,walking
12652,walking
12653,sitting
12654,lying
12655,sitting
12656,lying
12657,sitting
12658,walking
12659,sitting on the ground
12660,lying
12661,lying
12662,lying
12663,lying
12664,lying
12665,lying
12666,lying
12667,lying
12668,sitting down
12669,sitting on the ground
12670,on all fours
12671,sitting
12672,lying
12673,sitting
12674,sitting on the ground
12675,lying
12676,lying
12677,standing up from lying
12678,lying
12679,lying
12680,sitting
12681,walking
12682,lying
12683,on all fours
12684,walking
12685,walking
12686,lying
12687,walking
12688,sitting on the ground
12689,sitting on the ground
12690,sitting
12691,lying
12692,lying
12693,sitting
12694,on all fours
12695,lying
12696,sitting on the ground
12697,standing up from lying
12698,sitting
12699,lying
12700,standing up from lying
12701,lying
12702,lying
12703,lying
12704,lying
12705,lying
12706,lying
12707,sitting
12708,lying
12709,standing up from sitting on the ground
12710,standing up from lying
12711,walking
12712,walking
12713,sitting on the ground
12714,standing up from lying
12715,lying
12716,sitting on the ground
12717,standing up from lying
12718,sitting on the ground
12719,sitting
12720,lying
12721,lying
12722,standing up from lying
12723,standing up from lying
12724,standing up from lying
12725,sitting
12726,lying
12727,standing up from lying
12728,standing up from lying
12729,walking
12730,lying
12731,standing up from lying
12732,lying
12733,lying down
12734,walking
12735,sitting
12736,standing up from sitting on the ground
12737,walking
12738,lying
12739,sitting
12740,sitting on the ground
12741,lying
12742,lying
12743,sitting on the ground
12744,sitting down
12745,lying
12746,lying
12747,lying
12748,standing up from lying
12749,sitting on the ground
12750,lying
12751,lying
12752,lying down
12753,walking
12754,lying
12755,lying
12756,sitting on the ground
12757,walking
12758,on all fours
12759,lying
12760,sitting
12761,sitting down
12762,standing up from lying
12763,standing up from lying
12764,lying down
12765,sitting
12766,sitting
12767,lying
12768,walking
12769,standing up from lying
12770,lying
12771,lying
12772,walking
12773,lying
12774,sitting
12775,sitting
12776,sitting
12777,sitting on the ground
12778,lying
12779,walking
12780,lying
12781,lying
12782,lying
12783,sitting on the ground
12784,lying
12785,lying
12786,lying
12787,lying
12788,walking
12789,lying
12790,walking
12791,walking
12792,lying
12793,standing up from lying
12794,sitting
12795,sitting
12796,standing up from lying
12797,lying
12798,lying
12799,lying
12800,walking
12801,lying
12802,walking
12803,walking
12804,walking
12805,walking
12806,sitting
12807,standing up from lying
12808,lying
12809,sitting
12810,sitting
12811,sitting
12812,lying
12813,lying
12814,walking
12815,on all fours
12816,lying
12817,lying
12818,walking
12819,sitting
12820,sitting on the ground
12821,standing up from lying
12822,lying
12823,walking
12824,standing up from lying
12825,walking
12826,sitting
12827,lying
12828,standing up from lying
12829,sitting
12830,sitting
12831,lying
12832,sitting
12833,sitting
12834,sitting
12835,lying
12836,walking
12837,walking
12838,sitting
12839,lying
12840,walking
12841,lying
12842,standing up from sitting on the ground
12843,lying
12844,lying
12845,walking
12846,sitting
12847,on all fours
12848,walking
12849,walking
12850,lying down
12851,lying
12852,walking
12853,walking
12854,lying
12855,sitting
12856,walking
12857,on all fours
12858,sitting
12859,sitting on the ground
12860,walking
12861,sitting
12862,lying
12863,lying
12864,lying
12865,sitting
12866,sitting
12867,falling
12868,standing up from lying
12869,lying
12870,sitting
12871,sitting
12872,walking
12873,lying
12874,lying
12875,lying
12876,lying
12877,lying
12878,walking
12879,walking
12880,standing up from sitting
12881,standing up from lying
12882,lying
12883,standing up from lying
12884,sitting on the ground
12885,lying down
12886,walking
12887,sitting
12888,sitting
12889,sitting
12890,lying
12891,standing up from lying
12892,lying
12893,lying
12894,lying
12895,walking
12896,lying
12897,walking
12898,lying
12899,walking
12900,standing up from lying
12901,falling
12902,walking
12903,walking
12904,sitting
12905,sitting on the ground
12906,walking
12907,standing up from sitting on the ground
12908,lying
12909,lying
12910,sitting
12911,lying
12912,lying
12913,walking
12914,sitting
12915,sitting on the ground
12916,lying
12917,standing up from lying
12918,lying
12919,sitting
12920,walking
12921,walking
12922,walking
12923,sitting on the ground
12924,lying
12925,sitting down
12926,walking
12927,walking
12928,walking
12929,sitting
12930,sitting
12931,lying
12932,walking
12933,standing up from lying
12934,sitting on the ground
12935,lying
12936,standing up from sitting on the ground
12937,lying
12938,lying
12939,walking
12940,sitting
12941,lying
12942,sitting
12943,walking
12944,standing up from lying
12945,lying
12946,sitting on the ground
12947,lying
12948,lying
12949,walking
12950,walking
12951,lying
12952,lying
12953,lying
12954,sitting
12955,lying down
12956,walking
12957,lying
12958,on all fours
12959,sitting on the ground
12960,sitting
12961,sitting on the ground
12962,sitting on the ground
12963,walking
12964,lying
12965,walking
12966,lying
12967,sitting
12968,sitting
12969,sitting
12970,on all fours
12971,lying
12972,lying
12973,lying
12974,lying
12975,walking
12976,walking
12977,lying
12978,sitting
12979,lying
12980,sitting
12981,lying
12982,lying
12983,sitting on the ground
12984,sitting
12985,sitting
12986,sitting on the ground
12987,lying
12988,lying
12989,walking
12990,sitting
12991,standing up from lying
12992,sitting
12993,lying
12994,lying
12995,walking
12996,lying
12997,standing up from lying
12998,standing up from lying
12999,walking
13000,sitting on the ground
13001,lying
13002,standing up from lying
13003,lying
13004,lying
13005,sitting
13006,walking
13007,lying
13008,lying
13009,lying
13010,sitting
13011,sitting
13012,walking
13013,standing up from lying
13014,on all fours
13015,walking
13016,sitting
13017,lying
13018,sitting
13019,standing up from lying
13020,lying
13021,sitting on the ground
13022,lying
13023,walking
13024,walking
13025,walking
13026,lying
13027,sitting
13028,walking
13029,standing up from lying
13030,walking
13031,sitting
13032,lying
13033,lying
13034,standing up from lying
13035,sitting
13036,lying
13037,sitting
13038,sitting
13039,walking
13040,walking
13041,lying down
13042,on all fours
13043,sitting
13044,lying
13045,lying
13046,standing up from lying
13047,sitting
13048,standing up from lying
13049,walking
13050,lying
13051,standing up from lying
13052,lying
13053,lying
13054,lying
13055,on all fours
13056,walking
13057,sitting
13058,lying
13059,lying
13060,lying
13061,sitting on the ground
13062,walking
13063,sitting
13064,lying
13065,lying
13066,standing up from lying
13067,lying
13068,lying
13069,walking
13070,lying
13071,sitting down
13072,standing up from sitting on the ground
13073,walking
13074,lying
13075,lying
13076,standing up from sitting
13077,walking
13078,sitting
13079,falling
13080,sitting on the ground
13081,walking
13082,walking
13083,standing up from lying
13084,lying
13085,sitting
13086,walking
13087,standing up from lying
13088,lying
13089,walking
13090,lying
13091,lying
13092,lying
13093,sitting
13094,standing up from lying
13095,walking
13096,walking
13097,sitting on the ground
13098,lying
13099,lying
13100,lying
13101,standing up from lying
13102,sitting
13103,walking
13104,walking
13105,lying
13106,sitting
13107,sitting
13108,sitting on the ground
13109,lying
13110,lying down
13111,sitting
13112,walking
13113,standing up from sitting on the ground
13114,walking
13115,walking
13116,sitting on the ground
13117,walking
13118,lying
13119,walking
13120,sitting on the ground
13121,walking
13122,walking
13123,lying
13124,lying
13125,sitting
13126,lying
13127,lying
13128,lying
13129,lying
13130,sitting
13131,sitting
13132,sitting
13133,walking
13134,sitting
13135,lying
13136,lying
13137,standing up from lying
13138,walking
13139,lying
13140,lying
13141,sitting
13142,lying
13143,lying
13144,walking
13145,standing up from sitting on the ground
13146,sitting
13147,lying
13148,sitting
13149,sitting on the ground
13150,lying
13151,lying
13152,sitting on the ground
13153,walking
13154,sitting
13155,lying
13156,walking
13157,lying
13158,walking
13159,walking
13160,sitting on the ground
13161,lying
13162,lying
13163,standing up from lying
13164,sitting on the ground
13165,lying
13166,sitting on the ground
13167,lying
13168,lying
13169,lying
13170,lying
13171,sitting
13172,walking
13173,lying
13174,sitting
13175,lying
13176,walking
13177,lying
13178,walking
13179,standing up from lying
13180,walking
13181,walking
13182,lying
13183,walking
13184,standing up from lying
13185,lying
13186,lying
13187,lying
13188,walking
13189,lying
13190,sitting
13191,sitting
13192,falling
13193,walking
13194,walking
13195,lying
13196,walking
13197,walking
13198,walking
13199,lying
13200,lying
13201,standing up from lying
13202,walking
13203,walking
13204,on all fours
13205,lying
13206,sitting
13207,standing up from lying
13208,walking
13209,walking
13210,sitting down
13211,walking
13212,sitting
13213,lying
13214,standing up from lying
13215,sitting
13216,walking
13217,lying
13218,walking
13219,sitting
13220,lying
13221,sitting
13222,standing up from sitting on the ground
13223,walking
13224,sitting on the ground
13225,falling
13226,sitting on the ground
13227,lying
13228,lying
13229,walking
13230,walking
13231,lying
13232,sitting on the ground
13233,walking
13234,lying
13235,lying
13236,walking
13237,on all fours
13238,standing up from lying
13239,walking
13240,lying
13241,sitting
13242,walking
13243,lying
13244,walking
13245,lying
13246,lying
13247,sitting
13248,lying
13249,lying
13250,walking
13251,lying
13252,sitting
13253,lying
13254,lying
13255,lying
13256,lying
13257,walking
13258,walking
13259,lying
13260,lying
13261,lying
13262,lying
13263,sitting on the ground
13264,walking
13265,lying
13266,lying
13267,walking
13268,walking
13269,walking
13270,lying
13271,walking
13272,lying
13273,walking
13274,lying
13275,walking
13276,standing up from lying
13277,lying
13278,sitting
13279,walking
13280,standing up from lying
13281,sitting on the ground
13282,sitting on the ground
13283,lying
13284,lying
13285,sitting
13286,sitting
13287,lying
13288,walking
13289,sitting
13290,standing up from lying
13291,lying
13292,sitting down
13293,walking
13294,sitting
13295,sitting
13296,standing up from lying
13297,walking
13298,walking
13299,lying
13300,standing up from lying
13301,walking
13302,walking
13303,sitting
13304,walking
13305,sitting
13306,walking
13307,sitting
13308,lying
13309,lying
13310,walking
13311,standing up from lying
13312,lying
13313,walking
13314,standing up from sitting
13315,lying
13316,lying
13317,lying
13318,lying
13319,sitting
13320,lying
13321,sitting on the ground
13322,standing up from lying
13323,sitting
13324,standing up from lying
13325,lying
13326,lying
13327,sitting
13328,walking
13329,walking
13330,lying
13331,lying
13332,lying
13333,on all fours
13334,walking
13335,standing up from lying
13336,walking
13337,lying
13338,sitting on the ground
13339,standing up from lying
13340,sitting
13341,lying
13342,sitting
13343,sitting
13344,sitting
13345,lying
13346,walking
13347,lying
13348,sitting on the ground
13349,sitting
13350,lying
13351,walking
13352,lying
13353,lying
13354,walking
13355,sitting
13356,lying
13357,sitting
13358,lying
13359,lying
13360,sitting on the ground
13361,lying
13362,sitting
13363,standing up from lying
13364,walking
13365,lying
13366,lying
13367,lying
13368,lying
13369,sitting on the ground
13370,standing up from lying
13371,sitting
13372,lying
13373,sitting
13374,walking
13375,lying
13376,walking
13377,sitting
13378,lying
13379,sitting on the ground
13380,walking
13381,standing up from lying
13382,standing up from lying
13383,walking
13384,lying
13385,sitting on the ground
13386,walking
13387,standing up from sitting on the ground
13388,lying
13389,sitting
13390,standing up from lying
13391,walking
13392,lying
13393,standing up from lying
13394,lying
13395,walking
13396,standing up from lying
13397,walking
13398,lying
13399,sitting
13400,walking
13401,walking
13402,sitting
13403,lying
13404,sitting on the ground
13405,walking
13406,lying
13407,lying
13408,sitting on the ground
13409,sitting
13410,sitting
13411,walking
13412,sitting
13413,sitting
13414,lying
13415,sitting on the ground
13416,lying
13417,sitting on the ground
13418,walking
13419,sitting
13420,sitting
13421,walking
13422,lying
13423,sitting on the ground
13424,sitting
13425,lying
13426,sitting
13427,standing up from lying
13428,standing up from lying
13429,sitting
13430,standing up from lying
13431,falling
13432,sitting on the ground
13433,lying
13434,lying
13435,lying
13436,sitting on the ground
13437,walking
13438,sitting
13439,standing up from lying
13440,walking
13441,walking
13442,lying
13443,sitting
13444,standing up from lying
13445,falling
13446,sitting
13447,lying
13448,sitting on the ground
13449,walking
13450,standing up from lying
13451,walking
13452,lying down
13453,walking
13454,standing up from lying
13455,walking
13456,on all fours
13457,lying down
13458,lying
13459,falling
13460,lying
13461,sitting on the ground
13462,sitting
13463,lying
13464,walking
13465,lying
13466,lying
13467,lying
13468,lying
13469,lying
13470,standing up from lying
13471,walking
13472,lying
13473,standing up from lying
13474,standing up from lying
13475,lying
13476,on all fours
13477,walking
13478,standing up from lying
13479,sitting
13480,lying
13481,walking
13482,sitting
13483,walking
13484,standing up from lying
13485,walking
13486,lying
13487,lying
13488,sitting on the ground
